InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
169,82,KNITTED UNION FLAG HOT WATER BOTTLE,1,2023-06-26 10:00:10,21.67,136.0,France
170,4,WHITE HANGING HEART T-LIGHT HOLDER,3,2023-07-21 14:18:26,17.29,79.0,Portugal
170,11,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-07-21 14:18:26,17.26,79.0,Portugal
170,22,WHITE METAL LANTERN,1,2023-07-21 14:18:26,5.86,79.0,Portugal
170,29,BOX OF 6 ASSORTED COLOUR TEASPOONS,4,2023-07-21 14:18:26,23.12,79.0,Portugal
170,6,HAND WARMER RED POLKA DOT,5,2023-07-21 14:18:26,44.79,79.0,Portugal
170,199,HAND WARMER UNION JACK,5,2023-07-21 14:18:26,8.23,79.0,Portugal
171,14,POPPY'S PLAYHOUSE BEDROOM,1,2023-03-20 19:48:55,8.55,119.0,EIRE
171,13,POPPY'S PLAYHOUSE KITCHEN,2,2023-03-20 19:48:55,26.47,119.0,EIRE
172,112,IVORY KNITTED MUG COSY,4,2023-03-26 17:21:50,15.58,35.0,Germany
172,135,RED WOOLLY HOTTIE WHITE HEART.,5,2023-03-26 17:21:50,17.22,35.0,Germany
172,44,ASSORTED COLOUR BIRD ORNAMENT,3,2023-03-26 17:21:50,6.43,35.0,Germany
172,130,ASSORTED COLOUR BIRD ORNAMENT,1,2023-03-26 17:21:50,38.68,35.0,Germany
172,1,IVORY KNITTED MUG COSY,4,2023-03-26 17:21:50,6.62,35.0,Germany
172,42,KNITTED UNION FLAG HOT WATER BOTTLE,1,2023-03-26 17:21:50,28.51,35.0,Germany
172,54,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2023-03-26 17:21:50,44.34,35.0,Germany
173,133,GLASS STAR FROSTED T-LIGHT HOLDER,5,2023-09-13 00:09:34,14.67,36.0,France
174,37,IVORY KNITTED MUG COSY,1,2023-11-18 04:59:50,35.22,23.0,EIRE
174,22,WHITE METAL LANTERN,4,2023-11-18 04:59:50,5.86,23.0,EIRE
174,160,SET 7 BABUSHKA NESTING BOXES,3,2023-11-18 04:59:50,39.45,23.0,EIRE
174,68,POPPY'S PLAYHOUSE BEDROOM,3,2023-11-18 04:59:50,47.76,23.0,EIRE
174,118,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-11-18 04:59:50,45.39,23.0,EIRE
174,119,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-11-18 04:59:50,35.46,23.0,EIRE
175,4,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-04-25 00:29:48,17.29,126.0,France
175,11,GLASS STAR FROSTED T-LIGHT HOLDER,2,2023-04-25 00:29:48,17.26,126.0,France
175,22,WHITE METAL LANTERN,2,2023-04-25 00:29:48,5.86,126.0,France
176,196,POPPY'S PLAYHOUSE BEDROOM,1,2023-09-10 13:49:35,41.75,109.0,EIRE
177,26,HAND WARMER UNION JACK,1,2023-02-14 01:38:15,20.4,96.0,Belgium
177,2,HAND WARMER RED POLKA DOT,1,2023-02-14 01:38:15,41.72,96.0,Belgium
178,120,BOX OF VINTAGE ALPHABET BLOCKS,4,2023-12-19 17:17:17,40.16,96.0,Belgium
178,73,GLASS STAR FROSTED T-LIGHT HOLDER,5,2023-12-19 17:17:17,10.98,96.0,Belgium
178,94,BOX OF VINTAGE ALPHABET BLOCKS,5,2023-12-19 17:17:17,48.57,96.0,Belgium
178,10,BOX OF VINTAGE JIGSAW BLOCKS,2,2023-12-19 17:17:17,30.24,96.0,Belgium
179,129,IVORY KNITTED MUG COSY,4,2023-08-02 12:15:59,19.87,101.0,France
179,96,BOX OF VINTAGE ALPHABET BLOCKS,4,2023-08-02 12:15:59,31.43,101.0,France
179,38,POPPY'S PLAYHOUSE BEDROOM,1,2023-08-02 12:15:59,14.57,101.0,France
179,47,BOX OF VINTAGE JIGSAW BLOCKS,4,2023-08-02 12:15:59,48.57,101.0,France
179,193,POPPY'S PLAYHOUSE BEDROOM,2,2023-08-02 12:15:59,7.65,101.0,France
179,164,CREAM CUPID HEARTS COAT HANGER,5,2023-08-02 12:15:59,33.56,101.0,France
180,112,IVORY KNITTED MUG COSY,2,2023-07-08 15:12:56,15.58,123.0,Spain
181,138,SET 7 BABUSHKA NESTING BOXES,3,2023-01-18 20:09:46,23.17,31.0,Belgium
181,122,KNITTED UNION FLAG HOT WATER BOTTLE,1,2023-01-18 20:09:46,45.75,31.0,Belgium
181,183,GLASS STAR FROSTED T-LIGHT HOLDER,5,2023-01-18 20:09:46,17.79,31.0,Belgium
181,161,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,2023-01-18 20:09:46,39.65,31.0,Belgium
181,37,IVORY KNITTED MUG COSY,5,2023-01-18 20:09:46,35.22,31.0,Belgium
181,75,BOX OF VINTAGE JIGSAW BLOCKS,1,2023-01-18 20:09:46,19.13,31.0,Belgium
181,70,RED WOOLLY HOTTIE WHITE HEART.,5,2023-01-18 20:09:46,25.86,31.0,Belgium
181,177,WHITE HANGING HEART T-LIGHT HOLDER,3,2023-01-18 20:09:46,49.89,31.0,Belgium
182,4,WHITE HANGING HEART T-LIGHT HOLDER,3,2023-10-03 03:45:17,17.29,105.0,United Kingdom
182,11,GLASS STAR FROSTED T-LIGHT HOLDER,2,2023-10-03 03:45:17,17.26,105.0,United Kingdom
182,22,WHITE METAL LANTERN,3,2023-10-03 03:45:17,5.86,105.0,United Kingdom
182,73,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-10-03 03:45:17,10.98,105.0,United Kingdom
183,38,POPPY'S PLAYHOUSE BEDROOM,4,2023-07-17 22:51:29,14.57,37.0,Switzerland
183,133,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-07-17 22:51:29,14.67,37.0,Switzerland
183,144,BOX OF 6 ASSORTED COLOUR TEASPOONS,2,2023-07-17 22:51:29,46.3,37.0,Switzerland
183,108,KNITTED UNION FLAG HOT WATER BOTTLE,4,2023-07-17 22:51:29,38.84,37.0,Switzerland
183,27,GLASS STAR FROSTED T-LIGHT HOLDER,2,2023-07-17 22:51:29,5.99,37.0,Switzerland
184,4,WHITE HANGING HEART T-LIGHT HOLDER,3,2023-08-18 14:31:48,17.29,125.0,Portugal
184,11,GLASS STAR FROSTED T-LIGHT HOLDER,2,2023-08-18 14:31:48,17.26,125.0,Portugal
184,22,WHITE METAL LANTERN,3,2023-08-18 14:31:48,5.86,125.0,Portugal
185,49,FELTCRAFT PRINCESS CHARLOTTE DOLL,5,2023-06-26 10:03:48,39.34,143.0,Germany
185,32,POPPY'S PLAYHOUSE BEDROOM,4,2023-06-26 10:03:48,45.03,143.0,Germany
186,4,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-02-21 05:48:20,17.29,91.0,Switzerland
186,11,GLASS STAR FROSTED T-LIGHT HOLDER,3,2023-02-21 05:48:20,17.26,91.0,Switzerland
186,22,WHITE METAL LANTERN,3,2023-02-21 05:48:20,5.86,91.0,Switzerland
187,51,BOX OF 6 ASSORTED COLOUR TEASPOONS,4,2023-03-20 15:36:00,37.6,24.0,Switzerland
187,137,POPPY'S PLAYHOUSE BEDROOM,1,2023-03-20 15:36:00,42.68,24.0,Switzerland
187,131,GLASS STAR FROSTED T-LIGHT HOLDER,5,2023-03-20 15:36:00,17.89,24.0,Switzerland
187,10,BOX OF VINTAGE JIGSAW BLOCKS,1,2023-03-20 15:36:00,30.24,24.0,Switzerland
187,132,WHITE HANGING HEART T-LIGHT HOLDER,3,2023-03-20 15:36:00,23.97,24.0,Switzerland
188,26,HAND WARMER UNION JACK,2,2023-12-28 04:52:14,20.4,145.0,Finland
188,2,HAND WARMER RED POLKA DOT,2,2023-12-28 04:52:14,41.72,145.0,Finland
189,177,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-04-25 00:26:04,49.89,82.0,Norway
189,101,WHITE METAL LANTERN,3,2023-04-25 00:26:04,13.05,82.0,Norway
189,3,IVORY KNITTED MUG COSY,2,2023-04-25 00:26:04,20.76,82.0,Norway
190,100,CREAM CUPID HEARTS COAT HANGER,4,2023-11-27 18:14:50,23.03,30.0,Spain
190,93,RED WOOLLY HOTTIE WHITE HEART.,5,2023-11-27 18:14:50,42.38,30.0,Spain
190,36,SET 7 BABUSHKA NESTING BOXES,2,2023-11-27 18:14:50,15.48,30.0,Spain
191,14,POPPY'S PLAYHOUSE BEDROOM,2,2023-04-16 08:58:13,8.55,29.0,Belgium
191,13,POPPY'S PLAYHOUSE KITCHEN,3,2023-04-16 08:58:13,26.47,29.0,Belgium
191,128,RED WOOLLY HOTTIE WHITE HEART.,2,2023-04-16 08:58:13,27.78,29.0,Belgium
191,136,IVORY KNITTED MUG COSY,1,2023-04-16 08:58:13,49.31,29.0,Belgium
191,119,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-04-16 08:58:13,35.46,29.0,Belgium
191,172,POPPY'S PLAYHOUSE KITCHEN,2,2023-04-16 08:58:13,43.99,29.0,Belgium
191,166,ASSORTED COLOUR BIRD ORNAMENT,2,2023-04-16 08:58:13,11.12,29.0,Belgium
192,156,SET 7 BABUSHKA NESTING BOXES,5,2023-02-17 02:04:14,7.76,93.0,Portugal
192,182,ASSORTED COLOUR BIRD ORNAMENT,4,2023-02-17 02:04:14,10.51,93.0,Portugal
192,144,BOX OF 6 ASSORTED COLOUR TEASPOONS,5,2023-02-17 02:04:14,46.3,93.0,Portugal
192,89,RED WOOLLY HOTTIE WHITE HEART.,2,2023-02-17 02:04:14,25.25,93.0,Portugal
192,125,WHITE METAL LANTERN,4,2023-02-17 02:04:14,17.46,93.0,Portugal
193,42,KNITTED UNION FLAG HOT WATER BOTTLE,3,2023-11-26 02:22:05,28.51,18.0,France
193,184,BOX OF 6 ASSORTED COLOUR TEASPOONS,4,2023-11-26 02:22:05,32.62,18.0,France
193,178,HAND WARMER UNION JACK,4,2023-11-26 02:22:05,6.62,18.0,France
193,69,HAND WARMER RED POLKA DOT,5,2023-11-26 02:22:05,47.62,18.0,France
194,39,SET 7 BABUSHKA NESTING BOXES,5,2023-08-09 08:35:46,9.77,34.0,United Kingdom
194,20,POPPY'S PLAYHOUSE BEDROOM,1,2023-08-09 08:35:46,37.47,34.0,United Kingdom
194,72,KNITTED UNION FLAG HOT WATER BOTTLE,2,2023-08-09 08:35:46,17.42,34.0,United Kingdom
194,164,CREAM CUPID HEARTS COAT HANGER,3,2023-08-09 08:35:46,33.56,34.0,United Kingdom
194,176,POPPY'S PLAYHOUSE BEDROOM,4,2023-08-09 08:35:46,46.2,34.0,United Kingdom
195,15,BOX OF 6 ASSORTED COLOUR TEASPOONS,5,2023-02-27 12:16:01,7.3,134.0,France
195,75,BOX OF VINTAGE JIGSAW BLOCKS,1,2023-02-27 12:16:01,19.13,134.0,France
195,155,ASSORTED COLOUR BIRD ORNAMENT,1,2023-02-27 12:16:01,31.55,134.0,France
195,107,POPPY'S PLAYHOUSE KITCHEN,2,2023-02-27 12:16:01,11.95,134.0,France
196,45,POPPY'S PLAYHOUSE KITCHEN,3,2023-11-12 06:15:44,49.35,135.0,EIRE
196,82,KNITTED UNION FLAG HOT WATER BOTTLE,4,2023-11-12 06:15:44,21.67,135.0,EIRE
196,135,RED WOOLLY HOTTIE WHITE HEART.,2,2023-11-12 06:15:44,17.22,135.0,EIRE
196,27,GLASS STAR FROSTED T-LIGHT HOLDER,5,2023-11-12 06:15:44,5.99,135.0,EIRE
196,102,GLASS STAR FROSTED T-LIGHT HOLDER,2,2023-11-12 06:15:44,11.19,135.0,EIRE
196,141,HAND WARMER UNION JACK,2,2023-11-12 06:15:44,32.04,135.0,EIRE
196,177,WHITE HANGING HEART T-LIGHT HOLDER,4,2023-11-12 06:15:44,49.89,135.0,EIRE
197,4,WHITE HANGING HEART T-LIGHT HOLDER,3,2023-12-16 20:24:57,17.29,70.0,Portugal
197,11,GLASS STAR FROSTED T-LIGHT HOLDER,3,2023-12-16 20:24:57,17.26,70.0,Portugal
197,22,WHITE METAL LANTERN,1,2023-12-16 20:24:57,5.86,70.0,Portugal
198,155,ASSORTED COLOUR BIRD ORNAMENT,5,2023-06-19 16:58:02,31.55,40.0,Netherlands
198,114,BOX OF VINTAGE JIGSAW BLOCKS,2,2023-06-19 16:58:02,41.68,40.0,Netherlands
198,26,HAND WARMER UNION JACK,3,2023-06-19 16:58:02,20.4,40.0,Netherlands
198,133,GLASS STAR FROSTED T-LIGHT HOLDER,2,2023-06-19 16:58:02,14.67,40.0,Netherlands
198,84,HAND WARMER UNION JACK,1,2023-06-19 16:58:02,44.88,40.0,Netherlands
198,79,HAND WARMER RED POLKA DOT,1,2023-06-19 16:58:02,7.98,40.0,Netherlands
198,189,WHITE METAL LANTERN,3,2023-06-19 16:58:02,28.06,40.0,Netherlands
198,38,POPPY'S PLAYHOUSE BEDROOM,3,2023-06-19 16:58:02,14.57,40.0,Netherlands
199,111,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-03-21 18:44:35,9.95,44.0,Netherlands
199,9,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-03-21 18:44:35,33.35,44.0,Netherlands
199,53,CREAM CUPID HEARTS COAT HANGER,2,2023-03-21 18:44:35,47.95,44.0,Netherlands
199,51,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2023-03-21 18:44:35,37.6,44.0,Netherlands
200,35,HAND WARMER UNION JACK,3,2023-05-13 10:26:16,10.8,84.0,Belgium
200,27,GLASS STAR FROSTED T-LIGHT HOLDER,3,2023-05-13 10:26:16,5.99,84.0,Belgium
200,166,ASSORTED COLOUR BIRD ORNAMENT,4,2023-05-13 10:26:16,11.12,84.0,Belgium
201,4,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-01-04 00:23:22,17.29,63.0,Norway
201,11,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-01-04 00:23:22,17.26,63.0,Norway
201,22,WHITE METAL LANTERN,1,2023-01-04 00:23:22,5.86,63.0,Norway
202,14,POPPY'S PLAYHOUSE BEDROOM,1,2023-03-20 23:36:07,8.55,11.0,Norway
202,13,POPPY'S PLAYHOUSE KITCHEN,1,2023-03-20 23:36:07,26.47,11.0,Norway
202,135,RED WOOLLY HOTTIE WHITE HEART.,2,2023-03-20 23:36:07,17.22,11.0,Norway
202,123,HAND WARMER RED POLKA DOT,5,2023-03-20 23:36:07,7.11,11.0,Norway
202,26,HAND WARMER UNION JACK,3,2023-03-20 23:36:07,20.4,11.0,Norway
203,49,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,2023-12-03 22:22:35,39.34,42.0,Netherlands
203,21,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2023-12-03 22:22:35,13.89,42.0,Netherlands
203,173,HAND WARMER UNION JACK,4,2023-12-03 22:22:35,32.48,42.0,Netherlands
204,14,POPPY'S PLAYHOUSE BEDROOM,1,2023-08-04 19:16:14,8.55,71.0,Finland
204,13,POPPY'S PLAYHOUSE KITCHEN,1,2023-08-04 19:16:14,26.47,71.0,Finland
204,116,HAND WARMER RED POLKA DOT,2,2023-08-04 19:16:14,14.24,71.0,Finland
204,169,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2023-08-04 19:16:14,44.99,71.0,Finland
205,26,HAND WARMER UNION JACK,1,2023-04-18 10:36:18,20.4,18.0,France
205,2,HAND WARMER RED POLKA DOT,1,2023-04-18 10:36:18,41.72,18.0,France
205,50,BOX OF 6 ASSORTED COLOUR TEASPOONS,4,2023-04-18 10:36:18,22.67,18.0,France
205,126,HAND WARMER UNION JACK,3,2023-04-18 10:36:18,34.26,18.0,France
205,120,BOX OF VINTAGE ALPHABET BLOCKS,5,2023-04-18 10:36:18,40.16,18.0,France
205,139,CREAM CUPID HEARTS COAT HANGER,2,2023-04-18 10:36:18,37.49,18.0,France
205,113,HAND WARMER UNION JACK,4,2023-04-18 10:36:18,43.33,18.0,France
206,89,RED WOOLLY HOTTIE WHITE HEART.,5,2023-11-01 22:42:13,25.25,106.0,Netherlands
206,35,HAND WARMER UNION JACK,3,2023-11-01 22:42:13,10.8,106.0,Netherlands
206,104,SET 7 BABUSHKA NESTING BOXES,3,2023-11-01 22:42:13,31.1,106.0,Netherlands
206,58,IVORY KNITTED MUG COSY,1,2023-11-01 22:42:13,16.85,106.0,Netherlands
206,117,WHITE METAL LANTERN,2,2023-11-01 22:42:13,37.8,106.0,Netherlands
206,81,HAND WARMER UNION JACK,3,2023-11-01 22:42:13,9.4,106.0,Netherlands
206,39,SET 7 BABUSHKA NESTING BOXES,5,2023-11-01 22:42:13,9.77,106.0,Netherlands
207,177,WHITE HANGING HEART T-LIGHT HOLDER,4,2023-01-29 02:25:56,49.89,22.0,United Kingdom
207,148,HAND WARMER RED POLKA DOT,1,2023-01-29 02:25:56,47.11,22.0,United Kingdom
207,200,BOX OF VINTAGE ALPHABET BLOCKS,4,2023-01-29 02:25:56,9.27,22.0,United Kingdom
207,22,WHITE METAL LANTERN,4,2023-01-29 02:25:56,5.86,22.0,United Kingdom
207,127,WHITE METAL LANTERN,2,2023-01-29 02:25:56,39.56,22.0,United Kingdom
208,122,KNITTED UNION FLAG HOT WATER BOTTLE,3,2023-03-18 20:54:51,45.75,87.0,Netherlands
208,84,HAND WARMER UNION JACK,2,2023-03-18 20:54:51,44.88,87.0,Netherlands
208,41,KNITTED UNION FLAG HOT WATER BOTTLE,4,2023-03-18 20:54:51,37.12,87.0,Netherlands
208,141,HAND WARMER UNION JACK,5,2023-03-18 20:54:51,32.04,87.0,Netherlands
208,147,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2023-03-18 20:54:51,5.17,87.0,Netherlands
208,96,BOX OF VINTAGE ALPHABET BLOCKS,1,2023-03-18 20:54:51,31.43,87.0,Netherlands
208,91,POPPY'S PLAYHOUSE KITCHEN,5,2023-03-18 20:54:51,32.32,87.0,Netherlands
209,4,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-02-12 12:30:37,17.29,119.0,EIRE
209,11,GLASS STAR FROSTED T-LIGHT HOLDER,2,2023-02-12 12:30:37,17.26,119.0,EIRE
209,22,WHITE METAL LANTERN,2,2023-02-12 12:30:37,5.86,119.0,EIRE
209,45,POPPY'S PLAYHOUSE KITCHEN,5,2023-02-12 12:30:37,49.35,119.0,EIRE
209,87,GLASS STAR FROSTED T-LIGHT HOLDER,3,2023-02-12 12:30:37,43.14,119.0,EIRE
210,75,BOX OF VINTAGE JIGSAW BLOCKS,4,2023-05-19 02:29:25,19.13,76.0,Germany
210,2,HAND WARMER RED POLKA DOT,3,2023-05-19 02:29:25,41.72,76.0,Germany
210,46,KNITTED UNION FLAG HOT WATER BOTTLE,5,2023-05-19 02:29:25,40.75,76.0,Germany
210,69,HAND WARMER RED POLKA DOT,1,2023-05-19 02:29:25,47.62,76.0,Germany
210,125,WHITE METAL LANTERN,1,2023-05-19 02:29:25,17.46,76.0,Germany
210,79,HAND WARMER RED POLKA DOT,3,2023-05-19 02:29:25,7.98,76.0,Germany
210,53,CREAM CUPID HEARTS COAT HANGER,2,2023-05-19 02:29:25,47.95,76.0,Germany
210,72,KNITTED UNION FLAG HOT WATER BOTTLE,2,2023-05-19 02:29:25,17.42,76.0,Germany
211,13,POPPY'S PLAYHOUSE KITCHEN,2,2023-05-16 12:00:28,26.47,16.0,Germany
211,86,FELTCRAFT PRINCESS CHARLOTTE DOLL,5,2023-05-16 12:00:28,33.55,16.0,Germany
211,64,BOX OF VINTAGE ALPHABET BLOCKS,2,2023-05-16 12:00:28,40.42,16.0,Germany
211,62,ASSORTED COLOUR BIRD ORNAMENT,2,2023-05-16 12:00:28,32.44,16.0,Germany
212,28,CREAM CUPID HEARTS COAT HANGER,1,2023-06-13 13:37:32,41.48,38.0,Portugal
212,40,KNITTED UNION FLAG HOT WATER BOTTLE,3,2023-06-13 13:37:32,15.19,38.0,Portugal
213,112,IVORY KNITTED MUG COSY,4,2023-11-01 02:28:42,15.58,18.0,France
213,84,HAND WARMER UNION JACK,5,2023-11-01 02:28:42,44.88,18.0,France
213,27,GLASS STAR FROSTED T-LIGHT HOLDER,2,2023-11-01 02:28:42,5.99,18.0,France
213,173,HAND WARMER UNION JACK,4,2023-11-01 02:28:42,32.48,18.0,France
213,141,HAND WARMER UNION JACK,1,2023-11-01 02:28:42,32.04,18.0,France
214,4,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-08-20 13:52:18,17.29,28.0,Germany
214,11,GLASS STAR FROSTED T-LIGHT HOLDER,3,2023-08-20 13:52:18,17.26,28.0,Germany
214,22,WHITE METAL LANTERN,1,2023-08-20 13:52:18,5.86,28.0,Germany
215,14,POPPY'S PLAYHOUSE BEDROOM,3,2023-06-08 15:04:11,8.55,82.0,Norway
215,13,POPPY'S PLAYHOUSE KITCHEN,2,2023-06-08 15:04:11,26.47,82.0,Norway
215,42,KNITTED UNION FLAG HOT WATER BOTTLE,2,2023-06-08 15:04:11,28.51,82.0,Norway
216,199,HAND WARMER UNION JACK,3,2023-06-16 23:23:32,8.23,29.0,Belgium
216,69,HAND WARMER RED POLKA DOT,2,2023-06-16 23:23:32,47.62,29.0,Belgium
217,177,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-01-26 21:02:04,49.89,29.0,Belgium
218,11,GLASS STAR FROSTED T-LIGHT HOLDER,4,2023-01-09 22:55:36,17.26,65.0,Australia
218,170,FELTCRAFT PRINCESS CHARLOTTE DOLL,3,2023-01-09 22:55:36,12.14,65.0,Australia
218,115,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2023-01-09 22:55:36,5.45,65.0,Australia
218,197,HAND WARMER RED POLKA DOT,5,2023-01-09 22:55:36,28.46,65.0,Australia
218,56,SET 7 BABUSHKA NESTING BOXES,3,2023-01-09 22:55:36,46.4,65.0,Australia
218,50,BOX OF 6 ASSORTED COLOUR TEASPOONS,5,2023-01-09 22:55:36,22.67,65.0,Australia
218,128,RED WOOLLY HOTTIE WHITE HEART.,5,2023-01-09 22:55:36,27.78,65.0,Australia
219,194,BOX OF VINTAGE ALPHABET BLOCKS,1,2023-08-22 06:50:30,23.15,38.0,Portugal
219,37,IVORY KNITTED MUG COSY,4,2023-08-22 06:50:30,35.22,38.0,Portugal
220,14,POPPY'S PLAYHOUSE BEDROOM,2,2023-01-21 10:30:28,8.55,83.0,Spain
220,13,POPPY'S PLAYHOUSE KITCHEN,3,2023-01-21 10:30:28,26.47,83.0,Spain
221,45,POPPY'S PLAYHOUSE KITCHEN,1,2023-11-16 08:43:29,49.35,40.0,Netherlands
221,200,BOX OF VINTAGE ALPHABET BLOCKS,1,2023-11-16 08:43:29,9.27,40.0,Netherlands
221,63,POPPY'S PLAYHOUSE KITCHEN,5,2023-11-16 08:43:29,46.25,40.0,Netherlands
221,52,KNITTED UNION FLAG HOT WATER BOTTLE,3,2023-11-16 08:43:29,34.67,40.0,Netherlands
221,118,GLASS STAR FROSTED T-LIGHT HOLDER,5,2023-11-16 08:43:29,45.39,40.0,Netherlands
221,180,BOX OF 6 ASSORTED COLOUR TEASPOONS,3,2023-11-16 08:43:29,29.56,40.0,Netherlands
221,175,HAND WARMER RED POLKA DOT,2,2023-11-16 08:43:29,6.42,40.0,Netherlands
222,14,POPPY'S PLAYHOUSE BEDROOM,3,2023-05-16 16:41:34,8.55,125.0,Portugal
222,13,POPPY'S PLAYHOUSE KITCHEN,1,2023-05-16 16:41:34,26.47,125.0,Portugal
223,12,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2023-12-12 10:03:20,44.88,113.0,Australia
223,187,KNITTED UNION FLAG HOT WATER BOTTLE,3,2023-12-12 10:03:20,33.54,113.0,Australia
223,2,HAND WARMER RED POLKA DOT,2,2023-12-12 10:03:20,41.72,113.0,Australia
224,33,FELTCRAFT PRINCESS CHARLOTTE DOLL,5,2023-07-08 04:44:01,15.12,91.0,Switzerland
225,48,WHITE METAL LANTERN,1,2023-06-23 03:16:54,48.44,69.0,EIRE
225,18,KNITTED UNION FLAG HOT WATER BOTTLE,2,2023-06-23 03:16:54,45.01,69.0,EIRE
225,120,BOX OF VINTAGE ALPHABET BLOCKS,4,2023-06-23 03:16:54,40.16,69.0,EIRE
225,11,GLASS STAR FROSTED T-LIGHT HOLDER,5,2023-06-23 03:16:54,17.26,69.0,EIRE
226,77,POPPY'S PLAYHOUSE KITCHEN,3,2023-11-30 14:56:27,5.4,95.0,Australia
226,52,KNITTED UNION FLAG HOT WATER BOTTLE,3,2023-11-30 14:56:27,34.67,95.0,Australia
226,85,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-11-30 14:56:27,16.73,95.0,Australia
226,127,WHITE METAL LANTERN,3,2023-11-30 14:56:27,39.56,95.0,Australia
226,169,FELTCRAFT PRINCESS CHARLOTTE DOLL,3,2023-11-30 14:56:27,44.99,95.0,Australia
226,55,IVORY KNITTED MUG COSY,2,2023-11-30 14:56:27,15.34,95.0,Australia
227,62,ASSORTED COLOUR BIRD ORNAMENT,3,2023-02-13 18:20:12,32.44,7.0,France
228,26,HAND WARMER UNION JACK,3,2023-11-22 01:40:26,20.4,76.0,Germany
228,2,HAND WARMER RED POLKA DOT,2,2023-11-22 01:40:26,41.72,76.0,Germany
229,51,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2023-03-04 06:52:02,37.6,55.0,EIRE
229,104,SET 7 BABUSHKA NESTING BOXES,3,2023-03-04 06:52:02,31.1,55.0,EIRE
229,60,CREAM CUPID HEARTS COAT HANGER,1,2023-03-04 06:52:02,18.56,55.0,EIRE
229,34,FELTCRAFT PRINCESS CHARLOTTE DOLL,3,2023-03-04 06:52:02,26.86,55.0,EIRE
230,26,HAND WARMER UNION JACK,1,2023-10-05 12:24:08,20.4,129.0,EIRE
230,2,HAND WARMER RED POLKA DOT,2,2023-10-05 12:24:08,41.72,129.0,EIRE
230,114,BOX OF VINTAGE JIGSAW BLOCKS,2,2023-10-05 12:24:08,41.68,129.0,EIRE
230,176,POPPY'S PLAYHOUSE BEDROOM,1,2023-10-05 12:24:08,46.2,129.0,EIRE
230,51,BOX OF 6 ASSORTED COLOUR TEASPOONS,3,2023-10-05 12:24:08,37.6,129.0,EIRE
230,119,WHITE HANGING HEART T-LIGHT HOLDER,4,2023-10-05 12:24:08,35.46,129.0,EIRE
231,48,WHITE METAL LANTERN,3,2023-05-24 16:08:47,48.44,100.0,Germany
231,200,BOX OF VINTAGE ALPHABET BLOCKS,5,2023-05-24 16:08:47,9.27,100.0,Germany
232,4,WHITE HANGING HEART T-LIGHT HOLDER,3,2023-10-21 15:45:55,17.29,84.0,Belgium
232,11,GLASS STAR FROSTED T-LIGHT HOLDER,3,2023-10-21 15:45:55,17.26,84.0,Belgium
232,22,WHITE METAL LANTERN,2,2023-10-21 15:45:55,5.86,84.0,Belgium
232,108,KNITTED UNION FLAG HOT WATER BOTTLE,5,2023-10-21 15:45:55,38.84,84.0,Belgium
233,195,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-04-10 07:24:40,6.38,86.0,Switzerland
233,28,CREAM CUPID HEARTS COAT HANGER,3,2023-04-10 07:24:40,41.48,86.0,Switzerland
233,29,BOX OF 6 ASSORTED COLOUR TEASPOONS,5,2023-04-10 07:24:40,23.12,86.0,Switzerland
233,45,POPPY'S PLAYHOUSE KITCHEN,3,2023-04-10 07:24:40,49.35,86.0,Switzerland
233,175,HAND WARMER RED POLKA DOT,4,2023-04-10 07:24:40,6.42,86.0,Switzerland
233,194,BOX OF VINTAGE ALPHABET BLOCKS,1,2023-04-10 07:24:40,23.15,86.0,Switzerland
233,26,HAND WARMER UNION JACK,5,2023-04-10 07:24:40,20.4,86.0,Switzerland
234,14,POPPY'S PLAYHOUSE BEDROOM,3,2023-08-05 02:54:14,8.55,38.0,Portugal
